Box size: max: 28.688099 min: 3.311927 in Ang
Timestep: 0.5
T: 673
Chunk 1 of size 2ps
Start time: 2.0ps
Lag    Lag (in ps)     Auto-correlation     Integral(acf)        Viscosity(in Pa s)
2602      1.301          1701686.181080287    430182069.37757957    0.0015534420809203541
2604      1.302          1417252.8238383848    431741538.8800389    0.0015590735233292335
2606      1.303          1028670.0984280143    432964500.34117216    0.0015634897924680588
2608      1.304          570199.7474417335    433763935.264107    0.0015663766534942311
2610      1.305          82058.62485931591    434090064.45025754    0.0015675543474002454
2612      1.306          -394655.41269305936    433933766.05634063    0.001566989934051632
2614      1.307          -820217.6680468699    433326329.5159707    0.0015647964035665873
2616      1.308          -1159039.6187946235    432336700.87254995    0.0015612227288632268
2618      1.309          -1383275.3286072502    431065543.398849    0.0015566324178026554
2620      1.31          -1473154.6336223665    429637328.4177342    0.0015514749521382339
2622      1.311          -1418859.8943880005    428191321.153729    0.001546253236280871
2624      1.312          -1221913.310280999    426870934.5513945    0.001541485152585245
2626      1.313          -895306.5941361438    425812324.59918594    0.001537662377615983
2628      1.314          -461364.7197227294    425133988.9422565    0.001535212821417633
2630      1.315          49487.22700730504    424928050.19589883    0.0015344691504525765
2632      1.316          600299.3393886944    425252943.47909683    0.001535642381356083
2634      1.317          1149951.1374982614    426128068.71754026    0.0015388025697233956
2636      1.318          1654656.5497267947    427530372.5611528    0.0015438664669798663
2638      1.319          2073032.7671290024    429394217.2195807    0.0015505970467292497
2640      1.32          2371278.4076045016    431616372.80694747    0.0015586215327445835
2642      1.321          2526079.079706981    434065051.5506032    0.00156746402264323
2644      1.322          2525263.9871513946    436590723.08403236    0.0015765845432829865
2646      1.323          2368796.401809768    439037753.27851295    0.0015854210800612138
2648      1.324          2068168.6596816608    441256235.8092587    0.0015934323022026517
2650      1.325          1646604.0916253938    443113622.1849122    0.0016001395602728058
2652      1.326          1137086.5727652027    444505467.5171075    0.0016051656905164324
2654      1.327          578515.059907709    445363268.33344394    0.0016082633181955057
2656      1.328          13060.20778991076    445659055.9672928    0.0016093314449031144
2658      1.329          -516749.5024509765    445407211.3199622    0.0016084220019000998
2660      1.33          -970041.6195575226    444663815.758958    0.0016057375061262424
2662      1.331          -1309112.7512597586    443524238.57354933    0.0016016223481959458
2664      1.332          -1503824.0524289764    442117770.17170495    0.0015965434121908463
2666      1.333          -1538003.0016028432    440596856.6446891    0.0015910512003054792
2668      1.334          -1411772.5040423938    439121968.89186645    0.0015857251933354913
2670      1.335          -1138542.3504287265    437846811.4646309    0.0015811204379347563
2672      1.336          -744525.2645221397    436905277.65715545    0.0015777204397915104
2674      1.337          -268154.7652211035    436398937.6422838    0.0015758919816981883
2676      1.338          244994.0790664336    436387357.2992065    0.0015758501636087595
2678      1.339          748910.9536059712    436884309.8155427    0.0015776447222527609
2680      1.34          1200724.3877022548    437859127.4861968    0.0015811649126526303
2682      1.341          1563800.9949517155    439241390.1775238    0.0015861564387631916
2684      1.342          1809856.4638542621    440928218.90692675    0.001592247791513787
2686      1.343          1920517.8812096184    442793406.0794587    0.0015989832192520846
2688      1.344          1890226.4588013832    444698778.2494642    0.0016058637601193125
2690      1.345          1725803.7589904263    446506793.3583601    0.0016123927322755963
2692      1.346          1445784.5137939889    448092587.4947523    0.0016181192362805462
2694      1.347          1080406.881208723    449355683.19225365    0.0016226804352435038
2696      1.348          666547.8313629638    450229160.5485395    0.0016258346728990824
2698      1.349          243747.77156851592    450684308.35000527    0.001627478269408947
2700      1.35          -148027.89623351005    450732168.28767276    0.0016276510977215506
2702      1.351          -470079.3225533548    450423114.67827934    0.0016265350658916174
2704      1.352          -689180.500767815    449843484.7666187    0.0016244419486739783
2706      1.353          -784015.6463997246    449106886.69303495    0.0016217819994904024
2708      1.354          -746597.612846126    448341580.063412    0.0016190183800652977
2710      1.355          -580249.0745189213    447678156.71972954    0.0016166226741237825
2712      1.356          -298614.65991628874    447238724.8525119    0.0016150358298482386
2714      1.357          75297.94251852404    447127066.49381304    0.0016146326173355921
2716      1.358          510192.1503148027    447419811.5402297    0.0016156897568736083
2718      1.359          969654.5777289877    448159734.9042516    0.0016183617141032314
2720      1.36          1417674.0508247702    449353399.21852845    0.0016226721875243428
2722      1.361          1820351.945191028    450972412.2165364    0.0016285186490570178
2724      1.362          2149344.6113557457    452957260.49480975    0.0016356861882437935
2726      1.363          2384931.6287700078    455224398.61487263    0.0016438731118969807
2728      1.364          2516516.0714030447    457675122.46495914    0.0016527229869346546
2730      1.365          2544246.4765000734    460205503.73891073    0.0016618605150455234
2732      1.366          2479271.924176242    462717262.93924886    0.001670930796483775
2734      1.367          2342997.132886699    465128397.46778035    0.0016796377094539046
2736      1.368          2163558.351874305    467381675.21016085    0.001687774581523165
2738      1.369          1970797.75050035    469448853.2613482    0.00169523942397491
2740      1.37          1792280.6414219642    471330392.4573093    0.0017020339009463379
2742      1.371          1651365.4366728906    473052215.4963567    0.0017082516225929523
2744      1.372          1564521.4852940356    474660158.9573402    0.0017140581106217221
2746      1.373          1540369.0310548616    476212604.21551466    0.0017196641875924868
2748      1.374          1579604.7384838695    477772591.10028404    0.0017252974983345895
2750      1.375          1676538.8800612784    479400662.90955657    0.0017311766723851103
2752      1.376          1819824.549297589    481148844.6242361    0.0017374895785566948
2754      1.377          1992056.4074335145    483054785.10260165    0.0017443721716575795
2756      1.378          2172669.104249545    485137147.85844314    0.0017518918480061217
2758      1.379          2341458.487483938    487394211.65430987    0.001760042391995308
2760      1.38          2482540.616749012    489806211.2064264    0.0017687524286754519
2762      1.381          2585035.481475884    492339999.2555388    0.0017779022590840492
2764      1.382          2642604.9270307682    494953819.45979214    0.0017873410957680652
2766      1.383          2654861.3554958627    497602552.6010555    0.0017969060075011835
2768      1.384          2626495.070707031    500243230.8141569    0.001806441831865822
2770      1.385          2567064.6727665938    502840010.6858937    0.0018158191337451857
